rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_rank,main_player_league_points,main_player_champion_level,main_player_champion_experience
13,0,30,0,IRON_II,7,14,12111,187,0,195,0,BRONZE_III,22,14,11746,106,0,104,0,SILVER_III,41,15,14490,16,0,20,0,IRON,I,76,13,10238,49,0,64,0,BRONZE_II,28,13,10996,114,0,79,0,PLATINUM_IV,0,17,17268,186,0,180,0,GOLD_IV,0,17,16871,214,0,191,0,BRONZE_II,27,15,14432,225,0,240,0,BRONZE_III,0,14,12164,394,0,390,0,IRON_I,39,14,12376
86,0,99,0,SILVER_IV,72,17,16862,74,0,93,0,SILVER_III,75,13,11101,108,0,115,0,IRON_III,42,13,11035,16,0,20,0,IRON,I,76,12,8726,106,0,104,0,SILVER_III,41,13,10576,587,0,615,0,GOLD_IV,59,16,14749,35,0,38,0,BRONZE_IV,97,14,12491,35,0,38,0,BRONZE_IV,97,14,13014,22,0,21,0,SILVER_II,48,15,14402,85,0,76,0,SILVER_IV,84,13,11431
596,0,583,0,SILVER_II,53,14,11974,172,0,192,0,BRONZE_II,37,14,11597,18,0,24,0,BRONZE_III,84,12,9948,84,0,129,0,BRONZE_I,6,11,8173,77,0,77,0,IRON,I,35,11,7759,190,0,162,0,SILVER_IV,0,12,8641,222,0,206,0,BRONZE_II,6,12,9014,389,0,393,0,BRONZE_III,14,12,9191,75,0,92,0,BRONZE_II,0,11,8248,49,0,46,0,BRONZE_II,25,10,7211
596,0,583,0,SILVER_II,53,18,20738,508,0,469,0,BRONZE_I,12,17,17579,18,0,24,0,BRONZE_III,84,17,18096,303,0,310,0,BRONZE_II,28,17,16799,77,0,77,0,IRON,I,35,15,13023,56,0,72,0,BRONZE_II,28,18,19316,60,0,55,0,BRONZE_II,22,16,15423,141,0,129,0,BRONZE_II,29,17,17696,652,0,630,0,BRONZE_II,1,15,13586,228,0,236,0,BRONZE_III,60,14,12787
127,0,121,0,SILVER_III,37,18,22863,596,0,583,0,SILVER_II,53,18,23220,7,0,8,0,BRONZE_III,56,17,16875,25,0,28,0,BRONZE_I,100,17,18096,77,0,77,0,IRON,I,35,16,16007,41,0,57,0,BRONZE_III,23,18,21167,25,0,23,0,BRONZE_II,52,18,21207,5,0,7,0,BRONZE_II,12,16,15187,6,0,16,0,IRON_I,40,16,15094,18,0,30,0,BRONZE_I,49,15,13868
596,0,583,0,SILVER_II,53,18,23301,130,0,131,0,BRONZE_III,0,18,22419,128,0,145,0,BRONZE_II,34,18,19058,92,0,106,0,BRONZE_IV,75,17,16961,77,0,77,0,IRON,I,35,16,15680,163,0,161,0,BRONZE_III,12,17,16922,33,0,50,0,BRONZE_III,1,16,15398,276,0,276,0,BRONZE_III,22,17,16636,544,0,520,0,BRONZE_II,9,17,17176,14,0,26,0,BRONZE_III,56,16,15488
28,0,34,0,IRON,I,43,15,13539,24,0,38,0,BRONZE_IV,12,15,13503,141,0,166,0,BRONZE_IV,13,14,12199,545,0,492,0,SILVER_IV,38,13,11376,112,0,127,0,BRONZE_III,34,12,9439,251,0,246,0,SILVER_III,11,12,9311,463,0,558,0,IRON_III,72,12,9245,111,0,94,0,BRONZE_III,59,12,9118,240,0,252,0,BRONZE_IV,28,12,8617,538,0,468,0,SILVER_IV,41,12,8952
28,0,34,0,IRON,I,43,13,11398,298,0,307,0,IRON_III,44,12,8720,22,0,29,0,IRON_IV,92,13,10334,45,0,43,0,IRON_II,97,14,11785,541,0,546,0,IRON_II,90,11,8102,19,0,34,0,BRONZE_IV,12,13,10275,156,0,173,0,IRON_III,0,13,10307,247,0,225,0,SILVER_IV,3,11,7540,338,0,346,0,IRON_IV,77,11,7719,127,0,143,0,BRONZE_IV,34,11,8474
28,0,34,0,IRON,I,43,14,12894,88,0,103,0,IRON_I,36,15,14325,65,0,41,0,SILVER_III,99,16,16453,159,0,159,0,IRON_III,2,13,11139,281,0,272,0,BRONZE_II,26,13,10737,323,0,331,0,BRONZE_IV,58,13,11409,112,0,143,0,BRONZE_IV,40,14,11994,402,0,405,0,BRONZE_IV,73,13,11194,118,0,117,0,BRONZE_IV,33,11,7922,249,0,261,0,BRONZE_IV,15,11,7388
28,0,34,0,IRON,I,43,14,12453,276,0,294,0,IRON_III,65,13,10121,122,0,141,0,BRONZE_IV,50,14,12701,118,0,117,0,BRONZE_IV,33,13,10818,249,0,261,0,BRONZE_IV,15,11,8574,329,0,354,0,BRONZE_IV,0,13,10262,47,0,55,0,IRON_I,35,11,8270,242,0,260,0,IRON_IV,75,12,9342,283,0,314,0,BRONZE_IV,59,11,8522,203,0,215,0,IRON_II,34,11,7544
28,0,34,0,IRON,I,43,14,12286,54,0,60,0,BRONZE_IV,7,12,9770,71,0,92,0,BRONZE_IV,13,11,8007,200,0,194,0,BRONZE_III,7,12,9133,111,0,115,0,BRONZE_IV,0,11,8191,230,0,252,0,BRONZE_IV,0,13,11044,114,0,122,0,BRONZE_IV,3,13,11370,346,0,343,0,BRONZE_IV,0,14,11513,367,0,343,0,BRONZE_III,32,14,12164,233,0,243,0,IRON_I,49,13,10662
19,0,63,0,IRON_IV,58,18,20088,119,0,114,0,IRON_I,32,16,15385,5,0,20,0,BRONZE_IV,31,15,13138,91,0,109,0,IRON_II,14,13,10496,28,0,47,0,IRON_I,38,12,9789,5,0,11,0,IRON,I,19,14,11515,199,0,196,0,BRONZE_IV,2,16,16041,119,0,124,0,BRONZE_IV,56,16,16041,41,0,56,0,BRONZE_IV,66,15,13290,142,0,165,0,IRON_II,8,15,13619
64,0,58,0,BRONZE_IV,58,15,13718,247,0,221,0,BRONZE_IV,46,13,10700,9,0,28,0,BRONZE_IV,0,12,9829,456,0,456,0,BRONZE_IV,0,10,7169,568,0,574,0,BRONZE_IV,75,13,10975,5,0,11,0,IRON,I,19,12,9429,41,0,56,0,BRONZE_IV,66,12,9167,235,0,223,0,BRONZE_III,7,13,10079,183,0,188,0,BRONZE_IV,56,14,12310,5,0,22,0,IRON_I,45,10,6327
41,0,44,0,BRONZE_IV,11,13,11110,63,0,59,0,IRON_I,56,13,10350,73,0,98,0,BRONZE_IV,40,16,14737,77,0,104,0,IRON_III,30,10,7081,275,0,299,0,BRONZE_IV,75,12,9141,5,0,11,0,IRON,I,19,12,9692,653,0,638,0,BRONZE_III,7,12,9474,55,0,75,0,BRONZE_IV,37,11,8508,126,0,133,0,BRONZE_IV,27,11,8111,37,0,50,0,IRON_II,13,11,7867
275,0,299,0,BRONZE_IV,75,14,11515,97,0,125,0,BRONZE_IV,75,14,12937,72,0,79,0,BRONZE_III,44,14,12740,4,0,12,0,IRON,I,18,15,13287,10,0,22,0,IRON_I,77,12,9630,5,0,7,0,BRONZE_IV,1,17,16633,26,0,22,0,BRONZE_III,73,15,13757,831,0,868,0,BRONZE_IV,0,14,12376,8,0,10,0,BRONZE_IV,69,15,13691,150,0,147,0,BRONZE_II,6,14,12356
15,0,35,0,BRONZE_IV,0,13,10018,128,0,136,0,IRON_III,57,9,5948,145,0,166,0,IRON_III,32,10,6771,4,0,12,0,IRON,I,18,10,7001,6,0,12,0,IRON_II,72,10,6342,76,0,78,0,BRONZE_IV,79,12,9735,37,0,44,0,BRONZE_II,43,13,11428,93,0,104,0,IRON_I,9,13,10067,80,0,103,0,BRONZE_IV,0,11,8497,186,0,154,0,BRONZE_I,29,11,8330
302,0,262,0,BRONZE_II,34,14,11961,73,0,89,0,BRONZE_IV,12,13,11307,264,0,268,0,BRONZE_III,0,14,11690,4,0,12,0,IRON,I,18,13,10529,96,0,104,0,BRONZE_IV,7,13,10150,179,0,211,0,IRON_II,77,14,12036,25,0,31,0,IRON_I,55,17,17532,610,0,620,0,BRONZE_IV,0,15,13923,116,0,139,0,BRONZE_IV,0,15,13562,206,0,221,0,BRONZE_IV,36,14,12833
39,0,67,0,IRON_IV,75,18,18394,112,0,106,0,BRONZE_IV,46,16,15764,126,0,157,0,BRONZE_IV,31,17,18048,4,0,12,0,IRON,I,18,15,14116,200,0,208,0,BRONZE_IV,59,15,13334,174,0,184,0,BRONZE_III,45,18,20501,24,0,18,0,IRON_I,43,16,15397,161,0,187,0,BRONZE_IV,72,18,22394,569,0,554,0,BRONZE_IV,70,18,20484,92,0,98,0,BRONZE_IV,0,18,18969
69,0,68,0,BRONZE_III,0,16,15547,135,0,146,0,BRONZE_IV,3,15,13403,226,0,229,0,BRONZE_II,37,16,15308,37,0,49,0,BRONZE_IV,60,15,13986,18,0,15,0,SILVER_IV,1,15,13295,159,0,171,0,BRONZE_II,0,16,15891,14,0,3,0,BRONZE_I,42,17,17536,7,0,7,0,IRON,I,100,16,15011,32,0,46,0,BRONZE_III,16,17,16562,741,0,739,0,BRONZE_II,24,15,13807
103,0,143,0,IRON_IV,75,17,16542,133,0,143,0,IRON_III,82,16,16380,162,0,178,0,BRONZE_II,52,17,17438,196,0,198,0,BRONZE_III,0,18,18530,341,0,328,0,BRONZE_IV,0,15,14122,534,0,515,0,BRONZE_III,4,16,15461,493,0,519,0,BRONZE_III,0,16,15497,7,0,7,0,IRON,I,100,14,12330,473,0,489,0,BRONZE_IV,29,16,15628,168,0,172,0,IRON_II,55,15,14209
18,0,13,0,BRONZE_III,48,18,19095,196,0,207,0,BRONZE_IV,72,16,16073,154,0,127,0,BRONZE_II,4,17,16783,302,0,292,0,BRONZE_IV,38,16,15599,11,0,21,0,BRONZE_IV,0,15,14098,11,0,14,0,IRON_I,100,16,16016,14,0,22,0,IRON_I,100,18,18708,7,0,7,0,IRON,I,100,15,13144,117,0,114,0,BRONZE_I,10,14,12871,53,0,79,0,BRONZE_IV,22,18,19915
86,0,71,0,SILVER_IV,0,18,20637,41,0,48,0,IRON_I,0,15,13945,211,0,187,0,BRONZE_II,73,17,17195,138,0,175,0,IRON_IV,51,15,13826,316,0,313,0,BRONZE_IV,0,13,10854,182,0,159,0,BRONZE_IV,75,14,12397,36,0,24,0,IRON_II,95,16,14850,7,0,7,0,IRON,I,100,14,11624,310,0,311,0,BRONZE_IV,37,14,12244,41,0,43,0,IRON_II,91,14,11630
347,0,276,0,SILVER_III,71,17,17971,274,0,273,0,BRONZE_III,84,16,16347,429,0,437,0,BRONZE_II,46,16,15943,46,0,62,0,BRONZE_IV,33,15,13065,82,0,97,0,BRONZE_IV,72,15,14190,213,0,203,0,BRONZE_I,28,16,15369,123,0,152,0,IRON_III,83,15,13351,7,0,7,0,IRON,I,100,14,11793,26,0,32,0,BRONZE_IV,0,18,18875,148,0,121,0,SILVER_IV,0,13,11286
80,0,96,0,IRON_IV,59,17,17820,119,0,86,0,BRONZE_III,84,16,15429,41,0,33,0,BRONZE_III,87,17,16820,58,0,97,0,IRON_II,14,14,12905,150,0,151,0,BRONZE_III,58,15,14251,39,0,47,0,IRON,I,4,16,14796,174,0,190,0,BRONZE_IV,1,13,11186,27,0,72,0,IRON_IV,17,13,10875,149,0,177,0,BRONZE_IV,0,13,11157,556,0,572,0,BRONZE_IV,0,13,10908
231,0,241,0,IRON_II,75,14,11709,168,0,154,0,BRONZE_III,99,13,11195,7,0,7,0,IRON_I,30,13,11040,68,0,75,0,IRON_II,60,12,9588,97,0,98,0,BRONZE_IV,38,12,9285,39,0,47,0,IRON,I,4,13,11195,10,0,32,0,IRON_IV,55,14,12190,34,0,50,0,IRON_IV,50,12,9011,32,0,43,0,BRONZE_III,28,11,8498,111,0,127,0,IRON_I,22,11,8251
38,0,43,0,BRONZE_IV,88,17,16889,101,0,105,0,BRONZE_IV,69,18,21352,48,0,51,0,BRONZE_I,78,18,19243,58,0,53,0,BRONZE_I,21,17,17958,212,0,189,0,BRONZE_II,19,17,17748,39,0,47,0,IRON,I,4,18,23345,5,0,9,0,IRON_I,43,16,15811,13,0,8,0,SILVER_IV,53,18,21766,209,0,213,0,GOLD_IV,0,18,20992,190,0,245,0,IRON_II,41,17,17887
173,0,155,0,SILVER_IV,75,16,16277,46,0,44,0,BRONZE_I,33,16,15717,284,0,265,0,SILVER_IV,57,16,15454,56,0,51,0,SILVER_IV,16,16,15253,73,0,83,0,BRONZE_III,54,16,15526,150,0,144,0,SILVER_III,81,17,16636,58,0,64,0,BRONZE_I,0,14,11835,209,0,195,0,SILVER_IV,14,16,16115,108,0,115,0,SILVER_IV,53,14,12537,4,0,6,0,IRON,I,87,13,10312
47,0,52,0,BRONZE_III,24,15,14177,60,0,50,0,SILVER_III,75,15,13535,282,0,233,0,GOLD_III,2,15,14209,61,0,65,0,BRONZE_II,57,14,12292,22,0,16,0,BRONZE_II,0,13,10368,4,0,6,0,IRON_I,87,13,11140,38,0,40,0,BRONZE_II,47,13,10609,16,0,17,0,BRONZE_I,33,13,10604,61,0,47,0,BRONZE_III,78,12,9576,4,0,6,0,IRON,I,87,12,8803
304,0,248,0,GOLD_IV,1,12,9816,135,0,123,0,SILVER_IV,68,11,7755,34,0,36,0,SILVER_IV,44,13,10027,59,0,59,0,BRONZE_I,0,10,7214,61,0,59,0,BRONZE_I,69,10,6848,242,0,239,0,SILVER_IV,11,13,11233,74,0,60,0,SILVER_III,10,12,9543,495,0,473,0,SILVER_II,10,14,12961,108,0,115,0,SILVER_IV,53,12,8717,4,0,6,0,IRON,I,87,9,5986
84,0,89,0,BRONZE_II,48,16,15420,43,0,44,0,BRONZE_II,19,15,13976,13,0,15,0,BRONZE_II,21,15,13260,166,0,160,0,SILVER_IV,75,14,12615,8,0,19,0,BRONZE_III,25,14,12740,56,0,43,0,SILVER_IV,1,15,14480,23,0,35,0,BRONZE_IV,15,14,11906,23,0,35,0,BRONZE_IV,15,15,14469,108,0,115,0,SILVER_IV,53,15,13493,4,0,6,0,IRON,I,87,12,8611
263,0,291,0,BRONZE_IV,12,18,20215,69,0,85,0,BRONZE_IV,44,16,16059,745,0,751,0,BRONZE_IV,53,18,21580,201,0,206,0,BRONZE_IV,0,18,18648,34,0,56,0,IRON_III,48,14,12844,142,0,183,0,BRONZE_IV,4,17,17210,168,0,159,0,IRON,I,52,17,18234,80,0,111,0,BRONZE_IV,3,16,16474,202,0,210,0,IRON_I,7,16,16238,193,0,188,0,IRON_II,29,15,14123
49,0,45,0,BRONZE_III,27,15,13169,136,0,170,0,BRONZE_IV,78,14,12617,204,0,189,0,BRONZE_III,30,15,13542,257,0,279,0,BRONZE_IV,45,13,11430,108,0,124,0,BRONZE_IV,60,12,9297,149,0,159,0,BRONZE_IV,55,13,10987,5,0,11,0,IRON,I,30,12,8875,13,0,31,0,BRONZE_IV,9,13,10596,176,0,188,0,BRONZE_III,52,11,8250,81,0,105,0,BRONZE_IV,0,11,8333
38,0,46,0,BRONZE_II,0,12,9251,59,0,71,0,BRONZE_I,100,11,7874,32,0,42,0,BRONZE_II,0,10,6751,14,0,28,0,IRON_I,14,10,7132,69,0,92,0,BRONZE_IV,60,10,6145,101,0,96,0,BRONZE_II,21,13,11062,5,0,11,0,IRON,I,30,11,7652,65,0,86,0,BRONZE_IV,29,12,9730,139,0,130,0,BRONZE_II,63,15,13715,36,0,49,0,IRON_I,3,9,5681
36,0,41,0,BRONZE_III,39,16,16080,355,0,368,0,BRONZE_III,36,18,21401,268,0,284,0,BRONZE_III,76,18,19104,367,0,363,0,BRONZE_II,10,17,18324,132,0,129,0,BRONZE_II,78,15,14166,19,0,24,0,BRONZE_III,75,18,18720,5,0,11,0,IRON,I,30,16,15782,271,0,261,0,BRONZE_II,12,17,17914,101,0,104,0,BRONZE_II,27,16,16411,225,0,200,0,BRONZE_III,77,14,12265
134,0,151,0,BRONZE_III,50,11,8290,4,0,15,0,IRON_II,32,10,6135,566,0,571,0,BRONZE_IV,27,12,8966,33,0,44,0,BRONZE_IV,35,10,7035,35,0,42,0,IRON_I,56,10,6911,168,0,161,0,BRONZE_III,30,13,11273,5,0,11,0,IRON,I,30,12,9002,45,0,58,0,BRONZE_III,18,13,10454,5,0,21,0,IRON_I,0,11,8379,74,0,87,0,BRONZE_III,64,10,7097
126,0,136,0,BRONZE_IV,0,12,9640,38,0,42,0,BRONZE_II,83,11,7390,81,0,111,0,BRONZE_IV,31,10,7288,7,0,23,0,IRON_I,23,9,5780,47,0,70,0,BRONZE_III,0,10,6441,218,0,223,0,BRONZE_II,1,13,10133,5,0,11,0,IRON,I,30,13,10784,89,0,99,0,BRONZE_IV,90,12,9526,157,0,148,0,BRONZE_III,59,13,10231,77,0,79,0,BRONZE_I,0,11,8028
67,0,104,0,BRONZE_II,57,15,13650,458,0,467,0,BRONZE_IV,49,13,10148,335,0,316,0,BRONZE_III,59,14,11565,21,0,31,0,BRONZE_IV,59,14,11697,37,0,46,0,BRONZE_III,47,13,10705,9,0,14,0,IRON,I,100,17,16905,30,0,48,0,BRONZE_IV,68,17,17358,73,0,39,0,BRONZE_III,75,17,17089,11,0,23,0,BRONZE_III,39,15,14013,54,0,68,0,BRONZE_III,10,14,12345
133,0,127,0,BRONZE_I,83,17,16942,107,0,93,0,BRONZE_I,30,16,14912,174,0,176,0,BRONZE_II,33,16,14959,94,0,85,0,SILVER_III,19,13,10561,43,0,53,0,BRONZE_II,36,14,12531,9,0,14,0,IRON,I,100,15,13270,251,0,248,0,BRONZE_I,2,14,12469,60,0,82,0,BRONZE_I,45,14,12581,127,0,128,0,BRONZE_II,75,13,10062,313,0,284,0,BRONZE_II,13,13,10320
183,0,188,0,BRONZE_III,27,15,14076,50,0,59,0,BRONZE_III,86,16,16239,24,0,28,0,BRONZE_IV,40,16,15617,330,0,293,0,BRONZE_II,0,14,12061,19,0,18,0,BRONZE_IV,81,13,10602,9,0,14,0,IRON,I,100,15,13430,91,0,126,0,BRONZE_IV,21,18,19142,377,0,398,0,BRONZE_IV,46,15,14533,300,0,316,0,BRONZE_III,56,13,11311,402,0,387,0,BRONZE_III,75,16,15352
171,0,205,0,BRONZE_IV,29,15,13953,171,0,205,0,BRONZE_IV,29,16,15666,171,0,205,0,BRONZE_IV,29,16,15429,25,0,42,0,BRONZE_IV,51,14,13010,6,0,13,0,BRONZE_IV,85,13,10717,9,0,14,0,IRON,I,100,18,18596,138,0,154,0,BRONZE_III,20,18,19176,24,0,27,0,BRONZE_III,5,16,15817,5,0,10,0,IRON_I,70,16,15029,50,0,59,0,BRONZE_IV,82,15,13354
133,0,127,0,BRONZE_III,61,3,845,54,0,62,0,BRONZE_III,66,3,1040,24,0,27,0,BRONZE_III,5,3,760,5,0,10,0,IRON_I,70,3,845,139,0,149,0,BRONZE_III,30,1,0,9,0,14,0,IRON,I,100,3,935,114,0,124,0,BRONZE_III,47,3,678,676,0,656,0,BRONZE_IV,75,3,715,75,0,79,0,BRONZE_III,41,2,564,261,0,237,0,BRONZE_III,66,2,564
117,0,120,0,BRONZE_III,34,14,11519,79,0,85,0,BRONZE_IV,58,12,9329,27,0,54,0,IRON_II,87,13,10586,174,0,207,0,BRONZE_II,0,12,9105,51,0,65,0,BRONZE_IV,0,11,7731,93,0,106,0,BRONZE_IV,2,11,7961,15,0,21,0,IRON,I,16,11,7623,172,0,185,0,BRONZE_IV,29,12,8885,92,0,102,0,BRONZE_IV,84,10,6622,151,0,147,0,IRON_II,17,11,8097
250,0,256,0,BRONZE_III,25,14,12405,272,0,262,0,BRONZE_IV,0,12,8595,128,0,136,0,IRON_III,57,14,12179,300,0,320,0,BRONZE_II,0,12,9900,337,0,328,0,BRONZE_IV,37,11,7331,210,0,241,0,IRON_I,58,11,7378,15,0,21,0,IRON,I,16,12,8916,162,0,204,0,IRON_III,42,12,9090,144,0,184,0,IRON_II,82,12,9505,180,0,188,0,IRON_I,60,11,8081
93,0,87,0,BRONZE_I,38,16,15812,237,0,264,0,BRONZE_IV,14,16,15183,65,0,82,0,BRONZE_IV,12,16,15089,105,0,124,0,IRON_I,20,14,11665,29,0,29,0,BRONZE_III,44,15,14378,39,0,63,0,IRON_II,9,15,13763,15,0,21,0,IRON,I,16,14,11797,19,0,41,0,IRON_II,11,15,13621,312,0,278,0,BRONZE_IV,0,14,12744,161,0,181,0,BRONZE_IV,0,15,13873
68,0,94,0,IRON_III,14,18,19299,66,0,66,0,BRONZE_II,29,18,20752,191,0,201,0,BRONZE_III,26,5,2383,51,0,54,0,SILVER_II,22,18,21939,70,0,106,0,BRONZE_IV,65,16,16394,411,0,398,0,BRONZE_IV,42,18,22006,15,0,21,0,IRON,I,16,18,20817,88,0,148,0,IRON_IV,16,18,20446,80,0,126,0,BRONZE_IV,13,16,15489,503,0,531,0,BRONZE_IV,0,18,18421
40,0,80,0,IRON_IV,0,12,9658,351,0,318,0,IRON_I,53,14,11474,90,0,102,0,BRONZE_IV,58,16,15534,75,0,71,0,IRON_I,45,13,11104,223,0,227,0,BRONZE_III,19,14,11904,58,0,76,0,IRON_III,26,14,12988,15,0,21,0,IRON,I,16,12,9276,166,0,204,0,BRONZE_IV,11,13,10901,4,0,13,0,IRON_II,62,12,9938,147,0,161,0,IRON_I,6,12,8599
4,0,6,0,IRON,I,65,15,14236,116,0,130,0,BRONZE_III,77,14,12648,146,0,157,0,GOLD_IV,15,17,17994,143,0,169,0,GOLD_III,0,14,11590,267,0,247,0,GOLD_III,36,13,11126,119,0,110,0,SILVER_IV,0,17,18009,23,0,22,0,SILVER_II,62,15,14005,337,0,354,0,SILVER_II,0,17,17046,134,0,123,0,SILVER_IV,0,16,15266,41,0,43,0,BRONZE_I,56,15,13453
